Scientific Name,State Name
Asplenium kentuckiense,Ohio
Asplenium kentuckiense,Indiana
Asplenium kentuckiense,Virginia
Asplenium kentuckiense,Kentucky
Asplenium kentuckiense,Illinois
Asplenium leucostegioides,Hawaii
Asplenium peruvianum var. insulare,Hawaii
Asplenium schizophyllum,Hawaii
Asplenium scolopendrium var. americanum,New Mexico
Asplenium scolopendrium var. americanum,Georgia
Asplenium scolopendrium var. americanum,Tennessee
Asplenium scolopendrium var. americanum,Alabama
Asplenium scolopendrium var. americanum,New York
Asplenium scolopendrium var. americanum,Michigan
Asplenium unisorum,Hawaii
Assiminea infima,California
Assiminea pecos,Texas
Assiminea pecos,New Mexico
Astelia veratroides gracilis,Hawaii
Astelia veratroides macrosperma,Hawaii
Astelia veratroides veratroides,Hawaii
Astelia waialealae,Hawaii
Aster chilensis lentus,California
Aster greatai,California
Aster kingii barnebyana,Utah
Aster kingii kingii,Utah
Aster laevis guadalupensis,Texas
Aster laevis guadalupensis,New Mexico
Aster paludicola,Oregon
Aster paludicola,California
Aster paludicola,Nevada
Aster sandwicensis,Hawaii
Astilbe crenatiloba,Tennessee
Astragalus accumbens,New Mexico
Astragalus ackermanii,Nevada
Astragalus aequalis,Nevada
Astragalus agnicidus,California
Astragalus albens,California
Astragalus altus,New Mexico
Astragalus alvordensis,Nevada
Astragalus alvordensis,California
Astragalus alvordensis,Oregon
Astragalus amnis-amissi,Idaho
Astragalus amphioxys musimonum,Nevada
Astragalus amphioxys musimonum,Arizona
Astragalus ampullarioides,Utah
Astragalus ampullarius,Utah
Astragalus ampullarius,Arizona
Astragalus anisus,Colorado
Astragalus anserinus,Idaho
Astragalus anserinus,Nevada
Astragalus anserinus,Utah
Astragalus applegatei,California
Astragalus applegatei,Oregon
Astragalus atratus inseptus,Idaho
Astragalus barnebyi,Arizona
Astragalus barnebyi,Utah
Astragalus barrii,Montana
Astragalus barrii,Wyoming
Astragalus barrii,Nebraska
Astragalus barrii,South Dakota
Astragalus beathii,Arizona
Astragalus beatleyae,Nevada
Astragalus bibullatus,Tennessee
Astragalus brandegeei,Colorado
Astragalus brauntonii,California
Astragalus callithrix,Nevada
Astragalus callithrix,Utah
Astragalus calycosus monophyllidius,Nevada
Astragalus camptopus,Idaho
Astragalus castetteri,New Mexico
Astragalus ceramicus apus,Idaho
Astragalus chloodes,Utah
Astragalus cimae cimae,Nevada
Astragalus cimae cimae,California
Astragalus cimae sufflatus,California
Astragalus clarianus,California
Astragalus cobrensis maguirei,Arizona
Astragalus collinus laurentii,Oregon
Astragalus collinus laurentii,California
Astragalus collinus laurentii,Nevada
Astragalus columbianus,Washington
Astragalus consobrinus,Utah
Astragalus convallarius finitimus,Nevada
Astragalus convallarius finitimus,Utah
Astragalus cottamii,New Mexico
Astragalus cottamii,Utah
Astragalus cottamii,Arizona
Astragalus cottonii,Washington
Astragalus cremnophylax myriorrhaphis,Arizona
Astragalus cremnophylax var. cremnophylax,Arizona
Astragalus cronquistii,Colorado
Astragalus cronquistii,Utah
Astragalus cusickii var. packardiae,Idaho
Astragalus deanei,California
Astragalus debequaeus,Colorado
Astragalus desereticus,Utah
Astragalus deterior,Colorado
Astragalus detritalis,Utah
Astragalus detritalis,Colorado
Astragalus diaphanus diurnus,California
Astragalus diaphanus diurnus,Washington
Astragalus diaphanus diurnus,Nevada
Astragalus diaphanus diurnus,Oregon
Astragalus douglasii perstrictus,California
Astragalus drabelliformis,Wyoming
Astragalus duchesnensis,Utah
Astragalus duchesnensis,Colorado
Astragalus ensiformis,Arizona
Astragalus ensiformis,Utah
Astragalus equisolensis,Utah
Astragalus ertterae,California
Astragalus eurylobus,Nevada
Astragalus funereus,California
Astragalus funereus,Nevada
Astragalus geyeri triquetrus,Nevada
Astragalus geyeri triquetrus,Arizona
Astragalus gilmanii,Nevada
Astragalus gilmanii,California
Astragalus gilviflorus var. purpureus,Wyoming
Astragalus gypsodes,Texas
Astragalus gypsodes,New Mexico
Astragalus hamiltonii,Utah
Astragalus harrisonii,Utah
Astragalus henrimontanensis,Utah
Astragalus holmgreniorum,Arizona
Astragalus holmgreniorum,Utah
Astragalus hoodianus,Nevada
Astragalus hoodianus,Washington
Astragalus hoodianus,Oregon
Astragalus hoodianus,California
Astragalus howellii,Nevada
Astragalus howellii,California
Astragalus howellii,Oregon
Astragalus humillimus,Colorado
Astragalus humillimus,New Mexico
Astragalus hypoxylus,Arizona
Astragalus iodanthus pseudoiodanthus,Nevada
Astragalus iodanthus pseudoiodanthus,California
Astragalus iselyi,Utah
Astragalus jaegerianus,California
Astragalus jejunus articulatus,Wyoming
Astragalus johannis-howellii,California
Astragalus johannis-howellii,Nevada
Astragalus kentrophyta douglasii,Nevada
Astragalus kentrophyta douglasii,Washington
Astragalus kentrophyta douglasii,California
Astragalus kentrophyta douglasii,Oregon
Astragalus knightii,New Mexico
Astragalus lancearius,Arizona
Astragalus lancearius,Utah
Astragalus lentiformis,California
Astragalus lentiginosus ambiguus,Arizona
Astragalus lentiginosus antonius,California
Astragalus lentiginosus chartaceus,Colorado
Astragalus lentiginosus chartaceus,Idaho
Astragalus lentiginosus chartaceus,Oregon
Astragalus lentiginosus chartaceus,California
Astragalus lentiginosus chartaceus,Nevada
Astragalus lentiginosus chartaceus,Utah
Astragalus lentiginosus latus,Nevada
Astragalus lentiginosus maricopae,Arizona
Astragalus lentiginosus micans,California
Astragalus lentiginosus pohlii,Utah
Astragalus lentiginosus scorpionis,Nevada
Astragalus lentiginosus scorpionis,Utah
Astragalus lentiginosus sesquimetralis,Nevada
Astragalus lentiginosus sesquimetralis,California
Astragalus lentiginosus sierrae,California
Astragalus lentiginosus ursinus,Utah
Astragalus lentiginosus var. coachellae,California
Astragalus lentiginosus var. piscinensis,California
Astragalus leucolobus,California
Astragalus limnocharis limnocharis,Utah
Astragalus limnocharis tabulaeus,Utah
Astragalus linifolius,Colorado
Astragalus loanus,Utah
Astragalus lutosus,Colorado
Astragalus lutosus,Utah
Astragalus magdalenae var. peirsonii,California
Astragalus malacoides,Utah
Astragalus michauxii,Georgia
Astragalus michauxii,North Carolina
Astragalus michauxii,South Carolina
Astragalus microcymbus,Colorado
Astragalus minthorniae gracilior,Utah
Astragalus misellus pauper,Washington
Astragalus mohavensis hemigyrus,Nevada
Astragalus mohavensis hemigyrus,California
Astragalus mollissimus marcidus,Texas
Astragalus molybdenus,Colorado
Astragalus molybdenus,Utah
Astragalus monoensis monoensis,California
Astragalus monoensis ravenii,California
Astragalus montii,Utah
Astragalus monumentalis,Arizona
Astragalus monumentalis,New Mexico
Astragalus monumentalis,Colorado
Astragalus monumentalis,Utah
Astragalus mulfordiae,Oregon
Astragalus mulfordiae,California
Astragalus mulfordiae,Nevada
Astragalus mulfordiae,Idaho
Astragalus naturitensis,New Mexico
Astragalus naturitensis,Colorado
Astragalus neglectus,Minnesota
Astragalus neglectus,Michigan
Astragalus neglectus,Ohio
Astragalus neglectus,Wisconsin
Astragalus nevinii,California
Astragalus nidularius,Utah
Astragalus nutriosensis,Arizona
Astragalus nyensis,Nevada
Astragalus oniciformis,Idaho
Astragalus oocalycis,Colorado
Astragalus oocalycis,New Mexico
Astragalus oocarpus,California
Astragalus oophorus clokeyanus,Nevada
Astragalus oophorus lavinii,Nevada
Astragalus oophorus lavinii,California
Astragalus oophorus lonchocalyx,Nevada
Astragalus oophorus lonchocalyx,Utah
Astragalus osterhoutii,Colorado
Astragalus pachypus jaegeri,California
Astragalus panamintensis,California
Astragalus pardalinus,Utah
Astragalus pauperculus,California
Astragalus paysonii,Idaho
Astragalus paysonii,Wyoming
Astragalus peckii,Nevada
Astragalus peckii,California
Astragalus peckii,Oregon
Astragalus perianus,Utah
Astragalus phoenix,Nevada
Astragalus porrectus,Nevada
Astragalus preussii cutleri,Utah
Astragalus proimanthus,Wyoming
Astragalus proximus,New Mexico
Astragalus proximus,Colorado
Astragalus pterocarpus,Nevada
Astragalus pulsiferae suksdorfii,Washington
Astragalus puniceus gertrudis,New Mexico
Astragalus purshii ophiogenes,Idaho
Astragalus pycnostachyus var. lanosissimus,California
Astragalus rafaelensis,Utah
Astragalus remotus,Nevada
Astragalus ripleyi,Colorado
Astragalus ripleyi,New Mexico
Astragalus robbinsii alpiniformis,Nevada
Astragalus robbinsii alpiniformis,Oregon
Astragalus robbinsii alpiniformis,California
Astragalus robbinsii occidentalis,Nevada
Astragalus robbinsii robbinsii,Vermont
Astragalus robbinsii var. jesupii,New Hampshire
Astragalus robbinsii var. jesupii,Vermont
Astragalus sabulosus,Utah
Astragalus saurinus,Utah
Astragalus scaphoides,Montana
Astragalus schmolliae,Colorado
Astragalus serenoi sordescens,Nevada
Astragalus serpens,Utah
Astragalus shevockii,California
Astragalus shultziorum,Wyoming
Astragalus siliceus,New Mexico
Astragalus sinuatus,Washington
Astragalus solitarius,Nevada
Astragalus solitarius,California
Astragalus solitarius,Oregon
Astragalus sterilis,Nevada
Astragalus sterilis,Idaho
Astragalus sterilis,Oregon
Astragalus sterilis,California
Astragalus striatiflorus,Arizona
Astragalus striatiflorus,Utah
Astragalus subcinereus basalticus,Utah
Astragalus subvestitus,California
Astragalus tegetarioides,California
Astragalus tegetarioides,Oregon
Astragalus tegetarioides,Nevada
Astragalus tener var. ferrisae,California
Astragalus tener var. titi,California
Astragalus tennesseensis,Illinois
Astragalus tennesseensis,Indiana
Astragalus tennesseensis,Tennessee
Astragalus tennesseensis,Alabama
Astragalus tiehmii,Nevada
Astragalus titanophilus,Arizona
Astragalus toquimanus,Nevada
Astragalus tortipes,Colorado
Astragalus traskiae,California
Astragalus tricarinatus,California
Astragalus troglodytus,Arizona
Astragalus tweedyi,Washington
Astragalus tweedyi,Oregon
Astragalus tweedyi,Nevada
Astragalus tweedyi,California
Astragalus tyghensis,California
Astragalus tyghensis,Nevada
Astragalus tyghensis,Oregon
Astragalus uncialis,Nevada
Astragalus uncialis,Utah
Astragalus vexilliflexus nubilus,Idaho
Astragalus webberi,California
Astragalus wetherillii,Colorado
Astragalus wetherillii,Utah
Astragalus wittmannii,New Mexico
Astragalus woodruffii,Utah
Astragalus xiphoides,Arizona
Astragalus yoder-williamsii,Nevada
Astragalus yoder-williamsii,Idaho
Astranthium robustum,Texas
Astrophytum asterias,Texas
Atelothrus transiens,Hawaii
Athearnia anthonyi,Alabama
Athearnia anthonyi,Tennessee
Athearnia anthonyi,Tennessee
Athearnia anthonyi,North Carolina
Athearnia anthonyi,Alabama
Athearnia anthonyi,Georgia
Athene cunicularia ssp. hypugaea,Colorado
Atlantea tulita,Puerto Rico
Atractelmis wawona,California
Atriplex canescens gigantea,Utah
Atriplex cordulata,California
Atriplex coronata var. notatior,California
Atriplex griffithsii,Arizona
Atriplex griffithsii,New Mexico
Atriplex joaquiniana,California
Atriplex klebergorum,Texas
Atriplex pacifica,California
Atriplex parishii,California
Atriplex tularensis,California
Atriplex vallicola,California
Atriplex welshii,Utah
Auerodendron pauciflorum,Puerto Rico
Aureolaria patula,Kentucky
Aureolaria patula,Georgia
Aureolaria patula,Alabama
Aureolaria patula,Tennessee
Austrotinodes sp.,Texas
Automeris louisiana,Louisiana
Automeris louisiana,Mississippi
Automeris patagoniensis,Arizona
Ayenia limitaris,Texas
Baccharis plummerae glabrata,California
Baccharis vanessae,California
Bacopa innominata,Maryland
Bacopa innominata,Virginia
Bacopa rotundifolia,Virginia
Bactrurus hubrichti,Missouri
Bactrurus hubrichti,Kansas
Bactrurus hubrichti,Oklahoma
Bahia bigelovii,Texas
Balduina atropurpurea,South Carolina
Balduina atropurpurea,Georgia
Balsamorhiza rosea,Nevada
Balsamorhiza rosea,California
Balsamorhiza rosea,Washington
Balsamorhiza rosea,Oregon
Balsamorhiza sericea,California
Balsamorhiza sericea,Nevada
Balsamorhiza sericea,Oregon
Banara vanderbiltii,Puerto Rico
Banza nihoa,Hawaii
Baptisia arachnifera,Georgia
Baptisia megacarpa,Georgia
Bartonia texana,Louisiana
Bartonia texana,Texas
Basiphyllaea corallicola,Puerto Rico
Basiphyllaea corallicola,Virgin Islands
Batesimalva violacea,Texas
Batrachoseps aridus,California
Batrachoseps campi,California
Batrachoseps minor,California
Batrachoseps pacificus pacificus,California
Batrachoseps regius,California
Batrachoseps relictus,California
Batrachoseps robustus,California
Batrachoseps simatus,California
Batrachoseps sp.,California
Batrachoseps stebbinsi,California
Batrisodes texanus,Texas
Batrisodes venyivi,Texas
Bazzania nudicaulis,North Carolina
Beloneuria georgiana,Georgia
Beloneuria georgiana,North Carolina
Beloneuria jamesae,Alabama
Belostoma saratogae,California
Benitoa occidentalis,California
Bensoniella oregona,Nevada
Bensoniella oregona,California
Bensoniella oregona,Oregon
Berberis harrisoniana,Arizona
Berberis higginsiae,California
Berberis (=Mahonia) sonnei,California
Berberis nervosa mendocinensis,California
Berberis nevinii,California
Berberis pinnata ssp. insularis,California
Berberis swaseyi,Texas
Besseya bullii,Iowa
Besseya bullii,Minnesota
Besseya bullii,Indiana
Besseya bullii,Ohio
Besseya bullii,Illinois
Besseya bullii,Wisconsin
Besseya bullii,Michigan
Betula murrayana,Michigan
Betula uber,Virginia
Bidens amplectens,Hawaii
Bidens bidentoides bidentoides,Delaware
Bidens bidentoides bidentoides,Pennsylvania
Bidens bidentoides bidentoides,New York
Bidens bidentoides bidentoides,New Jersey
Bidens bidentoides mariana,Maryland
Bidens campylotheca campylotheca,Hawaii
Bidens campylotheca ssp. campylotheca,Hawaii
Bidens campylotheca ssp. pentamera,Hawaii
Bidens campylotheca ssp. waihoiensis,Hawaii
Bidens cervicata,Hawaii
Bidens coarctata,Hawaii
Bidens conjuncta,Hawaii
Bidens cuneata,Hawaii
Bidens degeneri,Hawaii
Bidens forbesii,Hawaii
Bidens graciloides,Hawaii
Bidens hawaiensis,Hawaii
Bidens hillebrandiana ssp. hillebrandiana,Hawaii
Bidens macrocarpa ovatifolia,Hawaii
Bidens mauiensis,Hawaii
Bidens menziesii leptodonta,Hawaii
Bidens micrantha caduca,Hawaii
Bidens micrantha kaalana,Hawaii
Bidens micrantha laciniata,Hawaii
Bidens micrantha ssp. ctenophylla,Hawaii
Bidens micrantha ssp. kalealaha,Hawaii
Bidens molokaiensis,Hawaii
Bidens obtusiloba,Hawaii
Bidens populifolia,Hawaii
Bidens pulchella,Hawaii
Bidens salicoides,Hawaii
Bidens sandvicensis confusa,Hawaii
Bidens sandvicensis ssp. sandvicensis,Hawaii
Bidens sandwicensis setosa,Hawaii
Bidens valida,Hawaii
Bidens wiebkei,Hawaii
Binneya notabilis,California
Bison bison athabascae,Alaska
Bison bison bison,Wyoming
Bison bison bison,Iowa
Bison bison bison,Montana
Bison bison bison,Colorado
Bison bison bison,Oklahoma
Bison bison bison,Utah
Bison bison bison,South Dakota
Blackburnia insignis,Hawaii
Blarina brevicauda aloga,Massachusetts
Blarina brevicauda compacta,Massachusetts
Blarina brevicauda telmalestes,North Carolina
Blarina brevicauda telmalestes,Virginia
Blarina hylophaga plumbea,Texas
Blennosperma bakeri,California
Blennosperma nanum robustum,California
Bloomeria humilis,California
Bobea sandwicensis,Hawaii
Bobea timonioides,Hawaii
Boechera pinzliae,Nevada
Boechera pinzliae,California
Boechera pusilla,Wyoming
Boechera serotina,West Virginia
Boechera serotina,Virginia
Boerhavia mathisiana,Texas
Boloria acrocnema,Colorado
Boltonia decurrens,Missouri
Boltonia decurrens,Illinois
Boltonia montana,Pennsylvania
Boltonia montana,Delaware
Boltonia montana,Virginia
Boltonia montana,New Jersey
Bombus affinis,Minnesota
Bombus affinis,West Virginia
Bombus affinis,Wisconsin
Bombus affinis,Virginia
Bombus affinis,Ohio
Bombus affinis,Maine
Bombus affinis,Massachusetts
Bombus affinis,Indiana
Bombus affinis,Illinois
Bombus affinis,Iowa
Bombus franklini,Oregon
Bombus franklini,California
Bombus occidentalis,Montana
Bombus occidentalis,Washington
Bombus occidentalis,North Dakota
Bombus occidentalis,Oregon
Bombus occidentalis,Colorado
Bombus occidentalis,Wyoming
Bombus occidentalis,New Mexico
Bombus occidentalis,Idaho
Bombus occidentalis,Alaska
Bombus occidentalis,Arizona
Bombus occidentalis,California
Bombus occidentalis,Nebraska
Bombus occidentalis,Nevada
Bombus occidentalis,South Dakota
Bombus occidentalis,Utah
Bombus terricola,Ohio
Bombus terricola,Vermont
Bombus terricola,Illinois
Bombus terricola,Pennsylvania
Bombus terricola,Kentucky
Bombus terricola,North Carolina
Bombus terricola,Virginia
Bombus terricola,New York
Bombus terricola,Massachusetts
Bombus terricola,Minnesota
Bombus terricola,North Dakota
Bombus terricola,New Hampshire
Bombus terricola,Connecticut
Bombus terricola,West Virginia
Bombus terricola,Rhode Island
Bombus terricola,Maryland
Bombus terricola,Michigan
Bombus terricola,Wisconsin
Bombus terricola,Maine
Bombus terricola,Tennessee
Bombus terricola,South Dakota
Bombus terricola,Montana
Bombus variabilis,Alabama
Bombus variabilis,South Carolina
